ID	Log2FoldChange	PValue
ENSG00000183401	0.34	0.132325429
ENSG00000236013	-1.43	0.132531397
ENSG00000262246	-0.72	0.132531397
ENSG00000145365	0.38	0.132671375
ENSG00000145779	-0.4	0.132984612
ENSG00000141258	0.21	0.13305997
ENSG00000168876	-0.34	0.133185394
ENSG00000255031	-0.69	0.133447718
ENSG00000188906	-0.46	0.133535739
ENSG00000125037	-0.25	0.133539292
ENSG00000130382	-0.32	0.133557439
ENSG00000198841	-0.33	0.133571036
ENSG00000136717	0.52	0.133602958
ENSG00000072110	-0.45	0.133602958
ENSG00000131374	0.21	0.133676045
ENSG00000237352	0.77	0.133692202
ENSG00000027001	0.34	0.133895711
ENSG00000214140	0.62	0.134117782
ENSG00000198130	0.27	0.134386368
ENSG00000112699	0.39	0.134386368
ENSG00000184374	1.02	0.134386368
ENSG00000011258	0.3	0.134386368
ENSG00000108688	2.13	0.134387237
ENSG00000186952	1.1	0.134434209
ENSG00000147251	-0.39	0.134446804
ENSG00000154917	0.56	0.134671616
ENSG00000184988	0.83	0.134846831
ENSG00000229657	-0.97	0.135045231
ENSG00000112659	0.32	0.135291885
ENSG00000126001	0.28	0.135442493
ENSG00000267774	-0.55	0.135545173
ENSG00000131943	-0.31	0.135545173
ENSG00000205037	1.66	0.135550985
ENSG00000141384	-0.64	0.135604509
ENSG00000151366	-0.27	0.135716106
ENSG00000186470	0.53	0.135717826
ENSG00000141337	-0.53	0.135732169
ENSG00000026025	0.37	0.135760256
ENSG00000182700	-0.29	0.1359109
ENSG00000237854	0.51	0.1359109
ENSG00000104852	-0.25	0.135942138
ENSG00000163050	0.38	0.135981743
ENSG00000225422	-1.2	0.135981743
ENSG00000164038	-0.26	0.136076984
ENSG00000153989	-0.3	0.136076984
ENSG00000136213	-0.29	0.136076984
ENSG00000149091	0.27	0.136076984
ENSG00000099308	-0.33	0.136076984
ENSG00000117791	-0.42	0.136180749
ENSG00000125841	0.19	0.136276457
ENSG00000137575	0.23	0.136427209
ENSG00000136928	-1.05	0.136580216
ENSG00000115548	-0.31	0.136886058
ENSG00000105088	1.26	0.13697106
ENSG00000131269	0.23	0.13697106
ENSG00000118058	0.26	0.13697238
ENSG00000198939	0.65	0.137114498
ENSG00000149499	-0.27	0.137114498
ENSG00000170581	-0.16	0.13714718
ENSG00000166167	0.26	0.137149526
ENSG00000143442	0.21	0.137606032
ENSG00000164543	0.6	0.137606032
ENSG00000137802	-0.26	0.137606032
ENSG00000179134	-0.26	0.137606032
ENSG00000273247	0.65	0.137722712
ENSG00000188070	0.39	0.137722712
ENSG00000090097	0.25	0.137877619
ENSG00000202198	1.76	0.137877619
ENSG00000006576	0.44	0.13788363
ENSG00000230148	-0.6	0.137945741
ENSG00000136631	0.19	0.138096342
ENSG00000047621	0.35	0.138120887
ENSG00000118655	-0.37	0.138266537
ENSG00000141480	0.35	0.138288266
ENSG00000116903	-0.24	0.13849348
ENSG00000116117	-0.52	0.13849348
ENSG00000250041	1.44	0.13849348
ENSG00000149262	0.24	0.13849348
ENSG00000110060	0.34	0.13849348
ENSG00000111196	0.44	0.13849348
ENSG00000260517	0.72	0.13849348
ENSG00000159055	0.47	0.13849348
ENSG00000117643	0.55	0.138508047
ENSG00000173905	0.28	0.138581086
ENSG00000073670	0.62	0.138660633
ENSG00000186448	0.21	0.138728247
ENSG00000242732	-0.5	0.138728247
ENSG00000204219	0.71	0.13873374
ENSG00000152223	-0.35	0.138823191
ENSG00000146476	-0.21	0.139135907
ENSG00000138771	-0.57	0.139161749
ENSG00000196313	-0.26	0.139161749
ENSG00000175581	0.3	0.13946334
ENSG00000183255	-0.34	0.139511641
ENSG00000113732	-0.27	0.139544718
ENSG00000135686	-0.26	0.139544718
ENSG00000119729	-0.22	0.139896302
ENSG00000188227	0.9	0.139896302
ENSG00000130811	-0.23	0.13995779
ENSG00000100490	-0.52	0.140113137
ENSG00000100522	-0.25	0.140178909
ENSG00000205250	-0.31	0.140284812
ENSG00000154889	-0.25	0.14031943
ENSG00000064205	0.88	0.14031943
ENSG00000165516	-0.32	0.140347197
ENSG00000163297	-0.4	0.140548222
ENSG00000274276	-1.47	0.140548222
ENSG00000174327	0.64	0.140889641
ENSG00000214029	0.42	0.140896652
ENSG00000090273	-0.23	0.141041185
ENSG00000260279	0.77	0.141133742
ENSG00000234456	-0.21	0.141347903
ENSG00000260589	0.9	0.141381829
ENSG00000104312	0.29	0.141477039
ENSG00000140326	0.3	0.141531668
ENSG00000092140	-0.23	0.141560735
ENSG00000132669	-0.33	0.141650105
ENSG00000161149	1.9	0.141909293
ENSG00000160781	-0.92	0.142387335
ENSG00000238120	0.45	0.142577942
ENSG00000260077	0.8	0.142578314
ENSG00000119899	-0.52	0.142651765
ENSG00000163902	-0.23	0.14300377
ENSG00000121769	0.68	0.143052038
ENSG00000105976	-0.55	0.143052038
ENSG00000186868	0.86	0.14331794
ENSG00000114115	1.38	0.14332153
ENSG00000125629	-0.38	0.143639136
ENSG00000182095	-0.15	0.144101063
ENSG00000106771	-0.22	0.144448599
ENSG00000182944	-0.22	0.144448599
ENSG00000185621	0.3	0.14456413
ENSG00000164463	-0.44	0.144567079
ENSG00000250033	1.69	0.144629369
ENSG00000188368	1.21	0.144629369
ENSG00000172216	-0.42	0.14469768
ENSG00000146386	-0.58	0.144704417
ENSG00000196437	0.44	0.14477741
ENSG00000143164	-0.32	0.144856756
ENSG00000172748	0.56	0.145058428
ENSG00000089225	0.39	0.145243122
ENSG00000148358	-0.26	0.145369102
ENSG00000239332	1.07	0.145377396
ENSG00000109066	-0.26	0.145434462
ENSG00000227496	-1.06	0.145482304
ENSG00000141741	-0.24	0.145981363
ENSG00000163516	-0.26	0.146119579
ENSG00000149050	0.41	0.146119579
ENSG00000150687	0.7	0.146119579
ENSG00000251034	-0.61	0.146190194
ENSG00000261136	0.68	0.146209943
ENSG00000069275	0.21	0.146261922
ENSG00000125968	-0.73	0.146778856
ENSG00000019485	-0.47	0.146900064
ENSG00000123395	-0.29	0.146900064
ENSG00000198964	0.34	0.146928348
ENSG00000151729	-0.66	0.146980531
ENSG00000154839	1.04	0.146980531
ENSG00000071794	0.25	0.14712421
ENSG00000088833	0.19	0.147342257
ENSG00000157911	0.36	0.147356382
ENSG00000231028	1.4	0.147431175
ENSG00000174996	-0.3	0.147431175
ENSG00000139974	0.22	0.147431175
ENSG00000143157	-0.22	0.147438386
ENSG00000101452	-0.27	0.147582356
ENSG00000104853	-0.19	0.147827526
ENSG00000235374	-0.66	0.14800294
ENSG00000119820	-0.32	0.148523586
ENSG00000162976	-0.38	0.148558089
ENSG00000064787	2.69	0.148558089
ENSG00000141562	0.23	0.14871674
ENSG00000170390	-0.49	0.149389464
ENSG00000168434	0.26	0.149389464
ENSG00000133597	-0.46	0.149422239
ENSG00000003137	1.15	0.149511177
ENSG00000130176	-0.64	0.149511177
ENSG00000102125	-0.31	0.149511177
ENSG00000116747	-0.22	0.149527882
ENSG00000128159	-0.28	0.149527882
ENSG00000171311	0.26	0.149700876
ENSG00000187605	0.4	0.1497517
ENSG00000120889	0.31	0.1497517
ENSG00000178878	0.91	0.149844376
ENSG00000108515	-0.62	0.149844376
ENSG00000177191	-0.52	0.149844376
ENSG00000186814	0.35	0.150117015
ENSG00000115514	-0.26	0.150209365
ENSG00000136068	-0.44	0.150209365
ENSG00000109458	0.35	0.150209365
ENSG00000168564	-0.31	0.150318685
ENSG00000264345	1.98	0.150572307
ENSG00000135845	-0.3	0.15058654
ENSG00000227398	0.67	0.150809357
ENSG00000130810	-0.79	0.15098218
ENSG00000139734	-0.55	0.151044215
ENSG00000272070	0.72	0.151262764
ENSG00000231290	1.47	0.15136857
ENSG00000164054	-0.15	0.151450227
ENSG00000228274	0.63	0.151450227
ENSG00000116266	-0.19	0.151742781
ENSG00000232112	-0.39	0.152005553
ENSG00000204623	0.48	0.152005553
ENSG00000168264	0.35	0.152106509
ENSG00000246174	0.81	0.15245439
ENSG00000181588	0.38	0.15245439
ENSG00000125356	-0.21	0.152503768
ENSG00000237440	0.52	0.152586431
ENSG00000271425	0.48	0.152681568
ENSG00000067225	0.35	0.152767661
ENSG00000134049	-0.31	0.152827695
ENSG00000070476	-0.33	0.152992708
ENSG00000136010	0.28	0.153067244
ENSG00000070269	0.26	0.153067244
ENSG00000102452	-0.91	0.15310941
ENSG00000196189	0.6	0.153122835
ENSG00000181788	-0.23	0.153516956
ENSG00000103707	-0.32	0.153613322
ENSG00000135870	-0.21	0.153625727
ENSG00000233695	1.25	0.153806275
ENSG00000204977	-0.23	0.154024871
ENSG00000171316	-1.75	0.154196763
ENSG00000174744	-0.27	0.154280904
ENSG00000110218	-0.34	0.154461604
ENSG00000198026	0.22	0.154461604
ENSG00000139971	0.61	0.155032399
ENSG00000014914	0.43	0.155103105
ENSG00000076356	0.54	0.155170784
ENSG00000173276	-0.4	0.155196962
ENSG00000196912	0.6	0.155337219
ENSG00000246982	0.82	0.155337219
ENSG00000178342	-1.21	0.155337219
ENSG00000103145	0.36	0.155592093
ENSG00000143643	-0.46	0.155739015
ENSG00000071859	-0.27	0.155739015
ENSG00000112139	0.53	0.156020748
ENSG00000241978	-0.94	0.156020748
ENSG00000121897	0.39	0.156042233
ENSG00000060069	-0.3	0.156054238
ENSG00000204767	0.82	0.156196174
ENSG00000172803	0.55	0.156196174
ENSG00000188342	0.37	0.156252809
ENSG00000134152	-0.28	0.156252809
ENSG00000059588	0.32	0.156333087
ENSG00000144285	-1.23	0.156342148
ENSG00000120594	-1.35	0.156596311
ENSG00000223496	0.34	0.156714596
ENSG00000108518	-0.29	0.156714596
ENSG00000160014	0.17	0.156812067
ENSG00000259807	0.88	0.156876038
ENSG00000111540	-0.23	0.156888203
ENSG00000081803	-1.47	0.157003378
ENSG00000145817	0.25	0.157095227
ENSG00000103066	-0.39	0.157095227
ENSG00000109099	0.23	0.157095227
ENSG00000163554	1.76	0.15711134
ENSG00000088305	0.69	0.15715234
ENSG00000198892	-0.29	0.15717115
ENSG00000250286	1.62	0.157551973
ENSG00000001036	0.25	0.15764868
ENSG00000137216	0.25	0.157705491
ENSG00000140044	0.33	0.157869055
ENSG00000173193	0.16	0.157897017
ENSG00000160695	0.24	0.157964041
ENSG00000168906	-0.23	0.158104271
ENSG00000109576	0.6	0.158197468
ENSG00000125962	0.35	0.158197468
ENSG00000138674	0.18	0.158216769
ENSG00000162434	-0.23	0.15839976
ENSG00000133687	-0.66	0.158804703
ENSG00000135740	0.37	0.158804703
ENSG00000138641	-0.48	0.158862834
ENSG00000174669	0.96	0.158862834
ENSG00000138095	0.15	0.158900963
ENSG00000134013	0.67	0.158900963
ENSG00000148154	-0.67	0.159016793
ENSG00000133026	-0.62	0.159018534
ENSG00000104824	0.19	0.15902232
ENSG00000187626	0.34	0.159227819
ENSG00000010030	0.95	0.159289021
ENSG00000096092	-0.41	0.159289021
ENSG00000172893	0.52	0.159289021
ENSG00000142677	-1.21	0.159346055
ENSG00000183431	-0.18	0.159721899
ENSG00000196459	0.5	0.159721899
ENSG00000111799	0.25	0.159843535
ENSG00000157404	0.41	0.159844937
ENSG00000222112	-0.87	0.159984876
ENSG00000158435	-0.21	0.160226939
ENSG00000106344	-0.36	0.160226939
ENSG00000129083	-0.21	0.160226939
ENSG00000163754	-0.23	0.160233997
ENSG00000242715	0.67	0.160233997
ENSG00000085224	0.23	0.160233997
ENSG00000218027	1.67	0.160311635
ENSG00000151532	-0.18	0.160546882
ENSG00000177599	0.66	0.16056972
ENSG00000126368	0.43	0.160765926
ENSG00000095303	-0.71	0.16088605
ENSG00000267102	-0.75	0.16088605
ENSG00000115020	-0.24	0.16090756
ENSG00000162894	-1.83	0.161075528
ENSG00000188493	0.26	0.161075528
ENSG00000048140	-0.23	0.161155803
ENSG00000143258	0.34	0.161235387
ENSG00000171160	0.41	0.161235387
ENSG00000150054	-1.09	0.161511799
ENSG00000068976	1.04	0.161718568
ENSG00000235169	0.85	0.161723835
ENSG00000233184	0.55	0.161724215
ENSG00000274718	1.76	0.161724215
ENSG00000133961	-0.2	0.161820492
ENSG00000143333	-0.93	0.161985975
ENSG00000136531	0.87	0.161985975
ENSG00000235501	-0.56	0.162021343
ENSG00000198324	-0.48	0.162277603
ENSG00000164011	0.32	0.162447777
ENSG00000215012	-0.39	0.162447777
ENSG00000064703	-0.31	0.162530637
ENSG00000279822	1.23	0.162597573
ENSG00000172345	0.41	0.162597573
ENSG00000170004	0.15	0.162686586
ENSG00000142188	-0.38	0.162766043
ENSG00000258793	1.09	0.162929813
ENSG00000137656	0.3	0.162982275
ENSG00000162714	0.25	0.163377696
ENSG00000225733	-0.28	0.163377696
ENSG00000155506	-0.25	0.163440321
ENSG00000166323	1.16	0.163586196
ENSG00000187244	0.36	0.163586196
ENSG00000187151	-1.43	0.163651534
ENSG00000155760	0.44	0.163893592
ENSG00000171791	0.43	0.164163854
ENSG00000170540	-0.28	0.164373736
ENSG00000250889	-1.22	0.16448149
ENSG00000213713	-0.39	0.164655496
ENSG00000160013	-0.62	0.164655496
ENSG00000279894	-1.2	0.164681893
ENSG00000172137	0.94	0.164731394
ENSG00000236144	-0.43	0.16497284
ENSG00000164776	0.7	0.165007176
ENSG00000143401	0.25	0.165123371
ENSG00000136709	-0.21	0.165355761
ENSG00000168395	-0.3	0.165369056
ENSG00000244738	2.25	0.165602134
ENSG00000185100	0.67	0.165839602
ENSG00000281344	0.71	0.165939779
ENSG00000282943	1.52	0.166247492
ENSG00000091128	-1.34	0.166419408
ENSG00000277715	0.99	0.166595576
ENSG00000074054	-0.2	0.166609548
ENSG00000145040	-1.02	0.16673567
ENSG00000110395	-0.32	0.16673567
ENSG00000125633	0.22	0.167318415
ENSG00000180479	0.48	0.167323202
ENSG00000110811	0.33	0.167452026
ENSG00000073584	0.22	0.167466901
ENSG00000126247	-0.16	0.167474939
ENSG00000182261	-1.56	0.167686832
ENSG00000160111	0.59	0.167732354
ENSG00000131019	0.71	0.16773588
ENSG00000166289	-0.61	0.16773588
ENSG00000119471	-0.25	0.167762344
ENSG00000268858	0.55	0.167762344
ENSG00000110046	-0.24	0.167985231
ENSG00000213366	0.27	0.16802932
ENSG00000159579	0.25	0.168063811
ENSG00000076650	0.31	0.168063811
ENSG00000178980	-0.21	0.168063811
ENSG00000108924	-1.2	0.168079104
ENSG00000068308	-0.17	0.168696133
ENSG00000111671	0.41	0.168717489
ENSG00000165868	0.73	0.168950901
ENSG00000111412	-0.27	0.168950901
ENSG00000247556	-0.23	0.168950901
ENSG00000166855	-0.2	0.168950901
ENSG00000132031	-0.68	0.169195913
ENSG00000103160	0.23	0.169195913
ENSG00000250539	1.7	0.169590496
ENSG00000143624	0.18	0.169829029
ENSG00000173960	-0.3	0.169829029
ENSG00000230295	1.69	0.169829029
ENSG00000011028	0.23	0.169829029
ENSG00000263004	0.76	0.169996919
ENSG00000090674	-0.26	0.169999429
ENSG00000104976	-0.39	0.169999429
ENSG00000124216	0.58	0.170090298
ENSG00000183814	0.62	0.170172299
ENSG00000086619	-0.39	0.170172299
ENSG00000118260	0.3	0.170172299
ENSG00000226314	0.6	0.170172299
ENSG00000168116	0.37	0.170172299
ENSG00000148834	-0.44	0.170172299
ENSG00000225398	0.61	0.170192597
ENSG00000251348	-0.91	0.170478543
ENSG00000183644	-1.32	0.170478543
ENSG00000135437	0.75	0.17062053
ENSG00000165898	-0.33	0.170698317
ENSG00000101928	-0.36	0.170698317
ENSG00000150995	-0.45	0.170807011
ENSG00000121680	-0.31	0.170869745
ENSG00000140025	0.48	0.170937836
ENSG00000100523	0.17	0.170964117
ENSG00000116191	0.35	0.171735909
ENSG00000101335	-0.51	0.172015397
ENSG00000214922	0.93	0.17243424
ENSG00000185721	-0.19	0.172557429
ENSG00000125257	-0.52	0.172723491
ENSG00000145996	0.3	0.172758468
ENSG00000073060	0.57	0.172918721
ENSG00000197208	0.94	0.173105489
ENSG00000260966	-0.6	0.17313125
ENSG00000241935	-0.75	0.173329491
ENSG00000105221	0.19	0.173346585
ENSG00000270964	1.01	0.173779172
ENSG00000131725	-0.24	0.173807409
ENSG00000183828	0.47	0.174087216
ENSG00000172175	-0.52	0.174198947
ENSG00000225791	-0.35	0.1743052
ENSG00000226321	1.66	0.174484902
ENSG00000213246	-0.23	0.174550759
ENSG00000167601	-0.16	0.174750613
ENSG00000162139	0.46	0.174834724
ENSG00000196365	0.31	0.174913556
ENSG00000254319	1.02	0.174975394
ENSG00000204116	0.21	0.174975394
ENSG00000111817	-0.23	0.175371837
ENSG00000237499	-1.17	0.175499707
ENSG00000128731	-0.19	0.175499707
ENSG00000185379	0.27	0.175499707
ENSG00000170604	0.32	0.175499707
ENSG00000197128	0.49	0.175499707
ENSG00000247315	0.24	0.175499707
ENSG00000070759	0.48	0.175644299
ENSG00000224228	-1.8	0.175644299
ENSG00000118526	-0.44	0.175644299
ENSG00000146828	-0.32	0.175644299
ENSG00000198040	0.33	0.175644299
ENSG00000080371	-0.2	0.1756809
ENSG00000164051	-0.47	0.175914502
ENSG00000114331	0.21	0.175962614
ENSG00000170027	-0.18	0.175962614
ENSG00000265491	-0.23	0.175964981
ENSG00000167904	0.28	0.176043654
ENSG00000234684	0.55	0.176324415
ENSG00000118960	-0.23	0.176366462
ENSG00000120149	1.13	0.176366462
ENSG00000000419	-0.2	0.176398356
ENSG00000100271	0.3	0.17641772
ENSG00000064961	-0.21	0.176470238
ENSG00000116096	-0.27	0.176752657
ENSG00000177465	-1.57	0.176776059
ENSG00000228343	-0.43	0.176840194
ENSG00000162971	0.28	0.176908394
ENSG00000163281	-0.29	0.176908394
ENSG00000259236	1.08	0.176967386
ENSG00000128487	0.86	0.176967386
ENSG00000173762	-1.11	0.176967386
ENSG00000188921	-0.36	0.1770718
ENSG00000197296	-0.3	0.177124671
ENSG00000162521	0.17	0.177391127
ENSG00000075568	0.23	0.177391127
ENSG00000166845	0.4	0.177478359
ENSG00000107854	0.25	0.177728222
ENSG00000003756	0.18	0.177886211
ENSG00000141456	0.18	0.177930306
ENSG00000158636	0.23	0.178201753
ENSG00000177380	0.64	0.178290431
ENSG00000188321	0.33	0.178489553
ENSG00000115935	-0.19	0.178588111
ENSG00000180008	-0.21	0.178650202
ENSG00000101457	0.29	0.178650202
ENSG00000081307	0.28	0.178695292
ENSG00000110315	-0.43	0.178695292
ENSG00000099246	-0.15	0.17878646
ENSG00000160352	0.56	0.179085694
ENSG00000037749	-0.23	0.179128906
ENSG00000108448	0.4	0.179128906
ENSG00000185359	-0.24	0.179658233
ENSG00000173898	0.76	0.179725868
ENSG00000145375	-0.38	0.179767313
ENSG00000164061	0.82	0.179988896
ENSG00000178234	-0.22	0.179988896
ENSG00000116670	-0.27	0.18007147
ENSG00000132510	0.38	0.18007147
ENSG00000164168	-0.28	0.180101917
ENSG00000033178	0.23	0.180149235
ENSG00000236283	2	0.180379773
ENSG00000236882	-1.16	0.180379773
ENSG00000141448	0.63	0.180583827
ENSG00000125124	0.27	0.180949405
ENSG00000173846	0.32	0.181125956
ENSG00000143179	-0.37	0.181378059
ENSG00000226312	-1.01	0.181378059
ENSG00000135185	-0.38	0.181378059
ENSG00000185437	0.44	0.181378059
ENSG00000148331	-0.18	0.181450573
ENSG00000119777	-0.21	0.18163005
ENSG00000273343	1.22	0.181699971
ENSG00000137312	-0.2	0.181762436
ENSG00000135378	-1.41	0.181837926
ENSG00000156453	1.55	0.18192663
ENSG00000167632	-0.21	0.18192663
ENSG00000164342	0.63	0.181937464
ENSG00000108100	-0.19	0.181937464
ENSG00000166446	-0.69	0.181937464
ENSG00000172817	-1.11	0.182146702
ENSG00000226757	-1.21	0.182167081
ENSG00000110075	-0.16	0.182167081
ENSG00000076770	0.38	0.182343114
ENSG00000255717	0.23	0.182344608
ENSG00000197608	0.4	0.182460164
ENSG00000134285	-0.35	0.182648914
ENSG00000177917	-0.3	0.182826104
ENSG00000185825	-0.23	0.182826104
ENSG00000185298	-0.29	0.183043696
ENSG00000142731	0.7	0.183368428
ENSG00000181982	0.19	0.18340241
ENSG00000163093	0.4	0.183427228
ENSG00000136630	-0.31	0.183521915
ENSG00000163406	1.29	0.183521915
ENSG00000249042	0.54	0.183521915
ENSG00000179364	-0.14	0.183521915
ENSG00000164604	0.67	0.183574628
ENSG00000115504	0.25	0.183713558
ENSG00000187840	0.3	0.183988049
ENSG00000187051	-0.28	0.183992392
ENSG00000183891	-0.56	0.184301031
ENSG00000203644	-0.59	0.184301031
ENSG00000102710	0.26	0.184367421
ENSG00000197965	-0.23	0.18445199
ENSG00000170502	-0.21	0.184517001
ENSG00000204592	-0.3	0.184524576
ENSG00000131711	0.45	0.184628687
ENSG00000112877	0.8	0.184658192
ENSG00000112033	-0.22	0.184658192
ENSG00000083168	0.22	0.184658192
ENSG00000175513	1.13	0.184658192
ENSG00000120675	-0.38	0.184658192
ENSG00000169727	-0.14	0.184658192
ENSG00000178951	-0.21	0.184658192
ENSG00000104863	0.59	0.184658192
ENSG00000144524	0.25	0.18469579
ENSG00000198440	0.33	0.184821537
ENSG00000124225	1.01	0.185033061
ENSG00000186635	0.18	0.18505133
ENSG00000228784	1.78	0.185177233
ENSG00000103855	0.31	0.185394525
ENSG00000099330	-0.32	0.185441092
ENSG00000001626	1.03	0.185664147
ENSG00000224424	0.95	0.186085951
ENSG00000224078	0.21	0.186085951
ENSG00000182492	0.4	0.186085951
ENSG00000053372	-0.25	0.186258969
ENSG00000075426	-0.27	0.186258969
ENSG00000123159	-0.23	0.186484741
ENSG00000279254	1.4	0.186497428
ENSG00000106080	0.19	0.186903524
ENSG00000122435	0.3	0.18813636
ENSG00000155329	-0.34	0.188314552
ENSG00000077312	0.33	0.188576448
ENSG00000100335	-0.19	0.188651923
ENSG00000130511	0.36	0.189024413
ENSG00000273243	-1.36	0.189257234
ENSG00000176927	-0.82	0.189397675
ENSG00000130962	-0.35	0.189466473
ENSG00000173567	0.84	0.189524238
ENSG00000167962	-0.39	0.189524238
ENSG00000161677	-0.47	0.189524238
ENSG00000184194	0.58	0.190033313
ENSG00000175224	-0.25	0.190073554
ENSG00000166450	0.9	0.190073554
ENSG00000162526	1.2	0.190246984
ENSG00000101470	0.84	0.19035105
ENSG00000273253	0.77	0.190717523
ENSG00000171867	0.22	0.190793908
ENSG00000198911	0.38	0.190917865
ENSG00000103319	-0.41	0.191012069
ENSG00000164742	2.24	0.19109421
ENSG00000091490	0.49	0.191541516
ENSG00000169813	-0.27	0.191550434
ENSG00000133398	-0.23	0.191621911
ENSG00000133884	0.17	0.191700796
ENSG00000160058	0.18	0.192069762
ENSG00000132832	1.26	0.19212074
ENSG00000093010	-0.25	0.192165067
ENSG00000101977	-1.66	0.192282569
ENSG00000105514	-0.42	0.192495227
ENSG00000187210	-0.63	0.19249834
ENSG00000239763	1.01	0.19249834
ENSG00000138443	0.24	0.192927866
ENSG00000112096	-0.53	0.192935691
ENSG00000236404	0.82	0.192935691
ENSG00000270629	0.4	0.193007498
ENSG00000082213	-0.35	0.193085603
ENSG00000176410	0.36	0.193146759
ENSG00000113595	-0.23	0.193273691
ENSG00000048471	-0.48	0.193434653
ENSG00000164112	-0.96	0.193462692
ENSG00000109919	-0.2	0.193602802
ENSG00000273055	-0.63	0.193822836
ENSG00000144583	-0.72	0.194046805
ENSG00000119681	0.25	0.19436606
ENSG00000173473	0.22	0.194699854
ENSG00000120820	0.37	0.194707149
ENSG00000089723	0.54	0.195288043
ENSG00000082641	-0.27	0.195288043
ENSG00000265681	-0.55	0.195288043
ENSG00000115556	0.4	0.1953175
ENSG00000166411	-0.26	0.195396373
ENSG00000189079	0.25	0.19550855
ENSG00000261351	-1.24	0.19550855
ENSG00000175182	-0.32	0.195691037
ENSG00000169519	0.35	0.195691037
ENSG00000173992	0.25	0.19584122
ENSG00000100075	-0.27	0.19584122
ENSG00000228495	1.76	0.195854507
ENSG00000124508	0.36	0.195913674
